1	333
2	770
3	857
4	1362
5	1628
6	1676
7	2033
8	2253
9	2259
10	2799
11	2833
12	3115
13	3389
14	3398
15	3538
16	3931
17	4002
18	4019
19	4252
20	4606
21	5083
22	5332
23	5407
24	5794
25	5854
26	5973
27	5993
28	6392
29	6459
30	6638
31	6927
32	7057
33	7207
34	7214
35	7657
36	7910
37	8008
38	8286
39	8352
40	8735
41	9325
42	9413
43	9577
44	9655
45	9856
46	9975
47	10008
48	10055
49	10210
50	10315
51	10341
52	10360
53	10537
54	10845
55	10872
56	10961
57	11235
58	11338
59	11588
60	11895
61	11926
62	12170
63	12204
64	12505
65	12815
66	13189
67	13312
68	13325
69	13421
70	13619
71	13628
72	13632
73	13686
74	13827
75	14216
76	14469
77	14935
78	15273
79	15348
80	15806
81	15832
82	16302
83	16513
84	16738
85	16744
86	17170
87	17597
88	17818
89	18350
90	18366
91	18557
92	18667
93	18805
94	19035
95	19158
96	19290
97	19365
98	19522
99	19765
100	19908
101	19921
102	20180
103	20341
104	20401
105	20657
106	20776
107	20807
108	20872
109	21312
110	21347
111	21456
112	21744
113	21898
114	21969
115	22412
116	22626
117	23404
118	23462
119	23736
120	23754
121	24052
122	24129
123	24214
124	24477
125	24530
126	24535
127	24888
128	25149
129	25322
130	25747
131	25852
132	25887
133	25903
134	25990
135	26280
136	26467
137	26754
138	26828
139	27245
140	27287
141	27421
142	27467
143	27488
144	27548
145	27593
146	27671
147	28314
148	28438
149	28447
150	28490
151	28578
152	28607
153	28996
154	29002
155	29335
156	29376
157	29419
158	30910
159	30930
160	31259
161	31266
162	31451
163	31461
164	31726
165	31976
166	32199
167	32208
168	32222
169	32234
170	32259
171	32274
172	32485
173	32584
174	32693
175	32958
176	33503
177	33560
178	33760
179	33776
180	33886
181	34008
182	34174
183	34184
184	34257
185	34661
186	34721
187	35013
188	35089
189	35210
190	35570
191	35764
192	35963
193	36579
194	37107
195	37217
196	37497
197	37689
198	37895
199	38144
200	38295
201	38406
202	38523
203	39384
204	39635
205	40051
206	40095
207	40112
208	40227
209	40495
210	40600
211	40672
212	40768
213	40877
214	41530
215	41759
216	41825
217	41942
218	41957
219	42072
220	42130
221	42210
222	42700
223	42926
224	43055
225	43311
226	43452
227	43466
228	43616
229	43802
230	43890
231	44348
232	44404
233	44462
234	44850
235	45201
236	45265
237	45527
238	45585
239	45634
240	45854
241	46004
242	46216
243	46555
244	46564
245	46744
246	47056
247	47218
248	47254
249	47353
250	47692
251	47716
252	47929
253	48005
254	48151
255	48546
256	48616
257	49240
258	49602
259	49724
260	49743
261	49811
262	49972
263	50316
264	50727
265	50811
266	51219
267	51505
268	51580
269	51826
270	51943
271	52227
272	52429
273	52443
274	52502
275	52705
276	52732
277	52738
278	52776
279	52813
280	52945
281	53429
282	53509
283	53742
284	53848
285	54496
286	54592
287	54722
288	54773
289	54928
290	55410
291	55465
292	55607
293	55634
294	56124
295	56503
296	56525
297	56552
298	56795
299	57323
300	57363
301	57808
302	57877
303	58018
304	58053
305	58074
306	58209
307	59179
308	59317
309	59449
310	59558
311	59592
312	59691
313	60039
314	60456
315	60479
316	61000
317	61176
318	61440
319	61598
320	61671
321	61779
322	61827
323	61847
324	61917
325	61932
326	62042
327	62047
328	62844
329	62926
330	63352
331	63362
332	63379
333	63419
334	64235
335	64538
336	64617
337	64667
338	64988
339	65052
340	65126
341	65226
342	65265
343	65376
344	65421
345	65502
346	65520
347	66084
348	66188
349	66367
350	66435
351	66650
352	66905
353	67071
354	67190
355	67450
356	67467
357	67600
358	67717
359	67755
360	67768
361	67869
362	67901
363	68007
364	68047
365	68583
366	68601
367	68635
368	68697
369	68700
370	68918
371	69033
372	69329
373	70418
374	70584
375	70622
376	70764
377	70919
378	71033
379	71040
380	71070
381	71076
382	71092
383	71301
384	71303
385	71876
386	71896
387	72518
388	72581
389	72619
390	72787
391	72899
392	72934
393	73307
394	73694
395	73801
396	73832
397	73999
398	74239
399	74305
400	74616
401	74825
402	75323
403	75326
404	75345
405	75445
406	75602
407	75627
408	75978
409	76092
410	76141
411	76222
412	76456
413	76475
414	76629
415	76707
416	76825
417	76850
418	77346
419	77352
420	77538
421	77759
422	78138
423	78459
424	78470
425	78839
426	78880
427	78931
428	79336
429	79391
430	79518
431	79975
432	80119
433	80244
434	80303
435	80406
436	80757
437	80861
438	81086
439	81204
440	81276
441	81292
442	81304
443	81554
444	81565
445	81677
446	81779
447	81882
448	82027
449	82298
450	82310
451	82375
452	82446
453	83299
454	83413
455	83452
456	83466
457	83483
458	83582
459	83803
460	83837
461	83840
462	84194
463	84505
464	84593
465	84711
466	84898
467	85054
468	85304
469	85355
470	86121
471	86255
472	86420
473	86456
474	86514
475	86719
476	86777
477	86903
478	87521
479	87537
480	87608
481	87647
482	88022
483	88060
484	88157
485	88162
486	88277
487	88288
488	88649
489	88906
490	89318
491	89322
492	89851
493	90640
494	90660
495	90707
496	90799
497	91101
498	91292
499	91318
500	91589
501	92009
502	92112
503	92298
504	92532
505	92546
506	93756
507	94318
508	94418
509	95087
510	95197
511	95621
512	95764
513	95789
514	95971
515	96018
516	96182
517	96413
518	96504
519	96701
520	96740
521	97083
522	97192
523	97328
524	97444
525	97597
526	97873
527	97897
528	97924
529	97941
530	97991
531	98107
532	98316
533	98533
534	98561
535	98573
536	98720
537	98750
538	98786
539	98936
540	98972
541	99057
542	99145
543	99153
544	99161
545	99300
546	99384
547	100365
548	100474
549	100616
550	101022
551	101117
552	101173
553	101336
554	101412
555	101490
556	101494
557	101918
558	102099
559	102404
560	102553
561	102664
562	102783
563	102796
564	103147
565	103813
566	103820
567	103877
568	103997
569	104023
570	104245
571	104264
572	104322
573	104356
574	104470
575	104758
576	104883
577	104902
578	104960
579	104965
580	105095
581	105201
582	105472
583	105636
584	105872
585	105879
586	106123
587	106421
588	106810
589	106813
590	106929
591	106966
592	107064
593	107260
594	107800
595	108278
596	108389
597	108698
598	108742
599	108864
600	108887
601	109129
602	109313
603	109364
604	109447
605	109504
606	110251
607	110272
608	110376
609	110677
610	110686
611	111527
612	111539
613	112200
614	112454
615	112482
616	112503
617	112563
618	112657
619	112706
620	112973
621	113199
622	113521
623	113561
624	113718
625	113965
626	114002
627	114014
628	114038
629	114080
630	114354
631	114380
632	114558
633	114983
634	115309
635	115331
636	115334
637	115403
638	115412
639	115436
640	115541
641	115580
642	115981
643	116349
644	116419
645	116470
646	116570
647	116755
648	116791
649	116851
650	116961
651	117028
652	117276
653	117348
654	117374
655	117407
656	117579
657	117656
658	117834
659	117858
660	117895
661	118190
662	118491
663	118568
664	118798
665	118955
666	118959
667	118962
668	119180
669	119201
670	119335
671	119455
672	119573
673	119703
674	120113
675	120286
676	120390
677	120530
678	120544
679	120658
680	120852
681	121048
682	121185
683	121254
684	121419
685	121424
686	121643
687	121659
688	121803
689	121884
690	121888
691	121990
692	122460
693	122466
694	122498
695	122724
696	122847
697	123100
698	123152
699	123270
700	123501
701	123650
702	123972
703	124229
704	124609
705	124628
706	124699
707	124748
708	124755
709	124834
710	124842
711	124978
712	125003
713	125163
714	125189
715	125194
716	125233
717	125595
718	125746
719	125787
720	125944
721	125998
722	126244
723	126291
724	126366
725	126687
726	127117
727	127823
728	127908
729	127938
730	128056
731	128225
732	128947
733	129075
734	129085
735	129474
736	129728
737	129995
738	130230
739	130301
740	130330
741	130399
742	130428
743	130688
744	130714
745	130926
746	130937
747	130986
748	131043
749	131068
750	131648
751	131664
752	132084
753	132094
754	132364
755	132442
756	132587
757	132681
758	132685
759	132918
760	133024
761	133155
762	133200
763	133334
764	133342
765	133346
766	133949
767	133978
768	133986
769	134700
770	134721
771	134845
772	134901
773	135085
774	135402
775	135483
776	135666
777	135956
778	136003
779	136565
780	136575
781	136639
782	136701
783	137140
784	137668
785	138008
786	138011
787	138075
788	138236
789	138615
790	138775
791	138997
792	139030
793	139357
794	139502
795	139724
796	139762
797	139848
798	139899
799	140012
800	140611
801	140656
802	140757
803	140881
804	141152
805	141318
806	141526
807	141626
808	141677
809	142343
810	142400
811	143153
812	143180
813	143277
814	143383
815	143716
816	143864
817	144389
818	144519
819	144776
820	144946
821	144989
822	144996
823	145069
824	145340
825	146164
826	146236
827	146376
828	146413
829	146510
830	146944
831	147161
832	147186
833	147406
834	147415
835	147556
836	147781
837	147922
838	147927
839	147970
840	148034
841	148065
842	148201
843	148219
844	148636
845	148816
846	148843
847	149037
848	149095
849	149247
850	149256
851	149298
852	149549
853	149577
854	149610
855	149836
856	150040
857	150066
858	150100
859	150359
860	150546
861	150559
862	150579
863	150774
864	151079
865	151364
866	151420
867	151488
868	151760
869	151806
870	151811
871	151847
872	151859
873	151984
874	151986
875	152018
876	152024
877	152089
878	152190
879	152349
880	152417
881	152558
882	152631
883	152714
884	152731
885	152745
886	152789
887	153769
888	153896
889	154050
890	154192
891	154342
892	154364
893	154505
894	154562
895	154612
896	154697
897	154775
898	154917
899	155184
900	155409
901	155553
902	155889
903	156034
904	156223
905	156371
906	156491
907	156655
908	156700
909	156797
910	156906
911	156962
912	156998
913	157001
914	157537
915	157560
916	157576
917	158050
918	158295
919	158307
920	158438
921	158615
922	158671
923	158773
924	158960
925	158981
926	159006
927	159062
928	159211
929	159219
930	159372
931	159415
932	159478
933	159637
934	160177
935	160561
936	160719
937	161157
938	161672
939	161698
940	161710
941	161876
942	161907
943	161929
944	162194
945	162615
946	162684
947	162778
948	162874
949	163019
950	163221
951	163294
952	163465
953	163504
954	163699
955	164036
956	164051
957	164212
958	164517
959	164523
960	164589
961	164683
962	164767
963	165462
964	165594
965	165735
966	165821
967	166356
968	166404
969	166684
970	166883
971	166959
972	167001
973	167101
974	167514
975	167826
976	168269
977	168272
978	168278
979	168289
980	168348
981	168416
982	168516
983	168692
984	168707
985	169043
986	169171
987	169264
988	169351
989	169439
990	169864
991	170270
992	170280
993	170298
994	170410
995	170875
996	171144
997	171167
998	171372
999	171635
1000	171653
1001	171990
1002	172451
1003	172557
1004	172617
1005	172801
1006	172842
1007	172931
1008	173010
1009	173037
1010	173221
1011	173414
1012	173921
1013	174271
1014	174311
1015	174371
1016	174521
1017	174902
1018	174914
1019	175092
1020	175178
1021	175181
1022	175331
1023	175377
1024	175594
1025	175820
1026	175912
1027	175978
1028	176004
1029	176213
1030	176389
1031	176674
1032	176807
1033	176969
1034	176978
1035	177015
1036	177088
1037	177251
1038	177470
1039	177478
1040	177593
1041	177795
1042	177841
1043	177965
1044	177981
1045	177987
1046	178158
1047	178161
1048	178204
1049	179091
1050	179132
1051	179767
1052	179927
1053	179942
1054	179945
1055	180064
1056	180140
1057	180270
1058	180336
1059	180372
1060	180391
1061	180764
1062	180799
1063	180997
1064	181089
1065	181306
1066	181539
1067	181670
1068	182439
1069	182466
1070	183054
1071	183225
1072	183576
1073	183631
1074	183780
1075	183923
1076	184193
1077	184392
1078	184578
1079	184760
1080	185072
1081	185161
1082	185189
1083	185195
1084	185799
1085	185803
1086	185826
1087	185915
1088	185989
1089	186748
1090	187283
1091	187290
1092	187567
1093	187659
1094	187830
1095	187852
1096	187865
1097	187981
1098	188374
1099	188703
1100	188831
1101	188919
1102	189065
1103	189314
1104	190068
1105	190274
1106	190670
1107	190672
1108	190682
1109	190851
1110	191011
1111	191198
1112	191217
1113	191218
1114	191433
1115	192039
1116	192057
1117	192069
1118	192340
1119	192435
1120	192575
1121	192579
1122	192596
1123	193123
1124	193267
1125	193304
1126	193470
1127	193506
1128	193529
1129	193767
1130	193881
1131	193898
1132	193922
1133	193968
1134	193993
1135	194330
1136	194418
1137	194837
1138	195015
1139	195403
1140	195612
1141	195720
1142	195736
1143	195867
1144	195940
1145	196021
1146	196035
1147	196257
1148	196360
1149	196462
1150	196602
1151	196635
1152	196668
1153	196784
1154	197602
1155	197607
1156	197768
1157	198152
1158	198189
1159	198215
1160	198282
1161	198369
1162	198528
1163	198554
1164	198600
1165	198732
1166	198832
1167	198866
1168	198875
1169	198879
1170	199446
1171	199469
1172	199538
1173	199608
1174	199904
1175	199916
1176	200233
1177	200406
1178	200582
1179	200747
1180	200843
1181	200980
1182	201058
1183	201591
1184	201694
1185	202576
1186	202588
1187	202615
1188	202868
1189	203021
1190	203364
1191	203531
1192	203656
1193	203865
1194	203959
1195	204085
1196	204243
1197	204264
1198	204342
1199	205357
1200	205396
1201	205430
1202	205495
1203	205603
1204	205640
1205	205711
1206	205718
1207	205849
1208	205974
1209	206159
1210	206220
1211	206237
1212	206634
1213	206868
1214	206887
1215	206980
1216	207065
1217	207137
1218	207227
1219	207301
1220	207320
1221	207475
1222	207581
1223	207635
1224	207934
1225	207984
1226	208034
1227	208113
1228	208114
1229	208305
1230	208323
1231	208445
1232	208905
1233	209026
1234	209097
1235	209108
1236	209274
1237	209389
1238	209453
1239	209641
1240	209647
1241	209682
1242	209792
1243	209837
1244	209968
1245	210058
1246	210143
1247	210228
1248	210971
1249	211026
1250	211179
1251	211302
1252	211440
1253	211595
1254	211893
1255	211950
1256	212514
1257	212566
1258	212842
1259	212905
1260	213000
1261	213227
1262	213262
1263	213330
1264	213421
1265	213624
1266	213678
1267	213706
1268	213889
1269	214136
1270	214261
1271	214833
1272	215037
1273	215066
1274	215077
1275	215171
1276	215200
1277	215232
1278	215240
1279	215313
1280	215621
1281	216021
1282	216418
1283	216530
1284	216556
1285	216645
1286	217203
1287	217380
1288	217492
1289	217569
1290	217790
1291	218329
1292	218331
1293	218469
1294	218950
